,n_uses,match_checks,match_count,gene_possible_values,match_probability,empiric
0,15.5,2209.0,15.5,108.0,1.178631593400083e-173,0.013434065934065934
1,13.5,2460.5,13.5,168.0,1.178631593400083e-173,0.03286031344541983
2,1.0,2427.5,1.0,50106421134.0,1.178631593400083e-173,0.1
3,2.0,2411.5,2.0,29476.0,1.178631593400083e-173,0.33354080221300136
4,,,,,,
