,mutation,strategy,gems,n_cols,overall_best,overall_best_mean,overall_best_std,test_error_best,test_error_mean,test_error_std,better_gems_total,better_gems_mean,worse_gems_total,worse_gems_mean
1,point_mutation,MatchPMStrategy,0,100,-0.9673366834170855,-0.9653266331658291,0.0011236522499999241,-0.9590643274853801,-0.9032163742690056,0.03135479249188048,0,0.0,0,0.0
2,point_mutation,MatchPMStrategy,0,50,-0.9522613065326633,-0.9371859296482412,0.029515929960981707,-0.9298245614035088,-0.8953216374269006,0.026728409080763606,0,0.0,0,0.0
3,point_mutation,MatchPMStrategy,0,10,-0.9422110552763819,-0.8743718592964824,0.139090266989291,-0.9415204678362573,-0.8695906432748538,0.03605394770011311,0,0.0,0,0.0
4,point_mutation,MatchPMStrategy,5,100,-0.9597989949748744,-0.9577889447236181,0.0011236522499999241,-0.9415204678362573,-0.9052631578947368,0.015427960185114532,1167,58.35,208,10.4
5,point_mutation,MatchPMStrategy,5,50,-0.9673366834170855,-0.8472361809045226,0.26434143074876243,-0.935672514619883,-0.8830409356725146,0.0422916601912621,1358,67.9,156,7.8
6,point_mutation,MatchPMStrategy,5,10,-0.949748743718593,-0.9477386934673367,0.0011236522499998743,-0.9181286549707602,-0.8692982456140351,0.03241660307179441,1749,87.45,216,10.8
7,point_mutation,MatchPMStrategy,10,100,-0.9623115577889447,-0.9603015075376885,0.0011236522499998743,-0.9415204678362573,-0.8956140350877193,0.026039813466429387,1433,71.65,313,15.65
8,point_mutation,MatchPMStrategy,10,50,-0.957286432160804,-0.8894472361809045,0.1474833708016384,-0.9415204678362573,-0.8909356725146198,0.02668839527186562,1557,77.85,320,16.0
9,point_mutation,MatchPMStrategy,10,10,-0.9447236180904522,-0.8623115577889447,0.15281670599998562,-0.9298245614035088,-0.8698830409356726,0.03995804201379079,1928,96.4,239,11.95
10,single_mutation,MatchSMStrategy,0,100,-0.9673366834170855,-0.8060301507537688,0.17174244462618915,-0.935672514619883,-0.9005847953216375,0.024323548939281188,0,0.0,0,0.0
