,best_fitness,mean_fitness
0,-0.6314070351758791,-0.563894472361809
1,-0.6314070351758791,-0.6313567839195977
2,-0.6314070351758791,-0.6314070351758791
3,-0.6314070351758791,-0.6303266331658289
4,-0.6314070351758791,-0.6314070351758791
5,-0.6314070351758791,-0.6288442211055274
6,-0.6314070351758791,-0.6314070351758791
7,-0.6314070351758791,-0.6314070351758791
8,-0.6314070351758791,-0.6296984924623112
9,-0.6314070351758791,-0.627939698492462
10,-0.6314070351758791,-0.6314070351758791
11,-0.6314070351758791,-0.6314070351758791
12,-0.6314070351758791,-0.6313567839195977
13,-0.6314070351758791,-0.627688442211055
14,-0.6314070351758791,-0.6303517587939697
15,-0.6314070351758791,-0.6314070351758791
16,-0.6314070351758791,-0.6314070351758791
17,-0.6314070351758791,-0.6274371859296479
18,-0.6314070351758791,-0.6264572864321606
19,-0.6314070351758791,-0.6314070351758791
20,-0.6314070351758791,-0.6314070351758791
21,-0.6314070351758791,-0.6314070351758791
22,-0.6314070351758791,-0.6314070351758791
23,-0.6314070351758791,-0.6313567839195977
24,-0.6314070351758791,-0.6314070351758791
25,-0.6314070351758791,-0.6314070351758791
26,-0.6314070351758791,-0.6313567839195977
27,-0.6314070351758791,-0.6303015075376882
28,-0.6314070351758791,-0.62929648241206
29,-0.6314070351758791,-0.6314070351758791
30,-0.6314070351758791,-0.6288944723618088
31,-0.6314070351758791,-0.6313567839195977
32,-0.6314070351758791,-0.6312060301507535
33,-0.6314070351758791,-0.630150753768844
34,-0.6314070351758791,-0.6314070351758791
35,-0.6314070351758791,-0.6275879396984922
36,-0.6314070351758791,-0.6314070351758791
37,-0.6314070351758791,-0.6314070351758791
38,-0.6314070351758791,-0.6300251256281405
39,-0.6314070351758791,-0.6314070351758791
40,-0.6314070351758791,-0.6314070351758791
41,-0.6314070351758791,-0.6314070351758791
42,-0.6314070351758791,-0.6309798994974872
43,-0.6314070351758791,-0.6314070351758791
44,-0.6316582914572862,-0.6295477386934671
45,-0.6316582914572862,-0.6278894472361808
46,-0.6316582914572862,-0.6316582914572862
47,-0.6316582914572862,-0.6266331658291455
48,-0.6316582914572862,-0.6316080402010048
49,-0.6316582914572862,-0.6316582914572862
50,-0.6316582914572862,-0.6316080402010048
51,-0.6316582914572862,-0.6293216080402008
52,-0.6316582914572862,-0.6290954773869345
53,-0.6316582914572862,-0.6279899497487434
54,-0.6316582914572862,-0.6310301507537687
55,-0.6316582914572862,-0.6306030150753767
56,-0.6316582914572862,-0.6314572864321606
57,-0.6316582914572862,-0.6290954773869345
58,-0.6353015075376882,-0.6323869346733667
59,-0.6353015075376882,-0.6353015075376882
60,-0.6353015075376882,-0.6351256281407034
61,-0.6353015075376882,-0.6309296482412059
62,-0.6353015075376882,-0.6327386934673365
63,-0.6364321608040199,-0.6354773869346731
64,-0.6364321608040199,-0.6319095477386932
65,-0.6364321608040199,-0.6339195979899496
66,-0.6364321608040199,-0.6364321608040199
67,-0.6364321608040199,-0.6364321608040199
68,-0.6364321608040199,-0.6364321608040199
69,-0.6364321608040199,-0.6311055276381907
70,-0.6364321608040199,-0.63464824120603
71,-0.6364321608040199,-0.6364321608040199
72,-0.6364321608040199,-0.6321356783919596
73,-0.6364321608040199,-0.6346482412060299
74,-0.6364321608040199,-0.6346984924623114
75,-0.6364321608040199,-0.6364321608040199
76,-0.6364321608040199,-0.6310552763819094
77,-0.6364321608040199,-0.6336432160804017
78,-0.6364321608040199,-0.6363819095477384
79,-0.6364321608040199,-0.6318341708542711
80,-0.6370603015075375,-0.6363819095477385
81,-0.6370603015075375,-0.634145728643216
82,-0.6370603015075375,-0.6337688442211054
83,-0.6370603015075375,-0.6370603015075375
84,-0.6370603015075375,-0.6370603015075375
85,-0.6370603015075375,-0.6370351758793968
86,-0.6370603015075375,-0.6351256281407033
87,-0.6370603015075375,-0.6327638190954772
88,-0.6370603015075375,-0.6370603015075375
89,-0.6370603015075375,-0.6370603015075375
90,-0.6370603015075375,-0.6370603015075375
91,-0.6370603015075375,-0.6325376884422108
92,-0.6370603015075375,-0.6334170854271355
93,-0.6370603015075375,-0.6370603015075375
94,-0.6370603015075375,-0.6343467336683416
95,-0.6373115577889445,-0.6345979899497486
96,-0.6373115577889445,-0.6353517587939697
97,-0.6373115577889445,-0.6373115577889445
98,-0.6373115577889445,-0.6347989949748742
99,-0.637437185929648,-0.6373366834170853
100,-0.637437185929648,-0.637437185929648
101,-0.637437185929648,-0.6372110552763817
102,-0.637437185929648,-0.6373869346733666
103,-0.637437185929648,-0.6373366834170853
104,-0.637437185929648,-0.6325125628140701
105,-0.637437185929648,-0.6356532663316581
106,-0.637437185929648,-0.6374120603015074
107,-0.637437185929648,-0.6374120603015073
108,-0.637437185929648,-0.6359296482412058
109,-0.637437185929648,-0.634899497487437
110,-0.637437185929648,-0.637437185929648
111,-0.637437185929648,-0.6340703517587938
112,-0.637437185929648,-0.637437185929648
113,-0.637437185929648,-0.6348743718592963
114,-0.637437185929648,-0.6368341708542712
115,-0.637437185929648,-0.6374120603015073
116,-0.637437185929648,-0.637437185929648
117,-0.637437185929648,-0.637437185929648
118,-0.637437185929648,-0.6366331658291455
119,-0.637437185929648,-0.6335929648241204
120,-0.637437185929648,-0.6348492462311556
121,-0.637437185929648,-0.6345979899497485
122,-0.637437185929648,-0.6372613065326631
123,-0.637437185929648,-0.6373618090452259
124,-0.637437185929648,-0.637437185929648
125,-0.637437185929648,-0.632688442211055
126,-0.637437185929648,-0.6372613065326631
127,-0.637437185929648,-0.6363567839195978
128,-0.637437185929648,-0.6368341708542711
129,-0.637437185929648,-0.6335175879396984
130,-0.637437185929648,-0.6352010050251254
131,-0.637437185929648,-0.637437185929648
132,-0.637437185929648,-0.6343216080402008
133,-0.637437185929648,-0.637437185929648
134,-0.637437185929648,-0.628291457286432
135,-0.637437185929648,-0.637437185929648
136,-0.637437185929648,-0.637437185929648
137,-0.637437185929648,-0.6374120603015073
138,-0.637437185929648,-0.6269095477386932
139,-0.637437185929648,-0.6374120603015073
140,-0.637437185929648,-0.6270854271356783
141,-0.637437185929648,-0.6364824120603013
142,-0.637437185929648,-0.6317085427135677
143,-0.637437185929648,-0.6374120603015074
144,-0.637437185929648,-0.633366834170854
145,-0.637437185929648,-0.6344472361809043
146,-0.637437185929648,-0.637437185929648
147,-0.637437185929648,-0.6373869346733666
148,-0.637437185929648,-0.637437185929648
149,-0.637437185929648,-0.6332914572864319
150,-0.637437185929648,-0.637437185929648
151,-0.637437185929648,-0.6372613065326631
152,-0.637437185929648,-0.637437185929648
153,-0.637437185929648,-0.6319095477386932
154,-0.637437185929648,-0.6372613065326631
155,-0.637437185929648,-0.6369597989949747
156,-0.637437185929648,-0.637437185929648
157,-0.637437185929648,-0.6306281407035174
158,-0.637437185929648,-0.6356281407035174
159,-0.637437185929648,-0.6346231155778892
160,-0.637437185929648,-0.6363065326633164
161,-0.637437185929648,-0.637437185929648
162,-0.637437185929648,-0.637437185929648
163,-0.637437185929648,-0.637437185929648
164,-0.637437185929648,-0.6356532663316581
165,-0.637437185929648,-0.6331407035175877
166,-0.637437185929648,-0.6333417085427134
167,-0.637437185929648,-0.637437185929648
168,-0.637437185929648,-0.637185929648241
169,-0.637437185929648,-0.6349748743718591
170,-0.637437185929648,-0.6373618090452259
171,-0.637437185929648,-0.6298743718592963
172,-0.6413316582914571,-0.6353266331658289
173,-0.6413316582914571,-0.6405276381909546
174,-0.6413316582914571,-0.6388190954773867
175,-0.6413316582914571,-0.6363819095477385
176,-0.6413316582914571,-0.6405276381909546
177,-0.6413316582914571,-0.6387437185929646
178,-0.6413316582914571,-0.6413316582914571
179,-0.6413316582914571,-0.6409798994974872
180,-0.6413316582914571,-0.6413316582914571
181,-0.6432160804020098,-0.6404522613065324
182,-0.6432160804020098,-0.6407035175879395
183,-0.6432160804020098,-0.6432160804020098
184,-0.6432160804020098,-0.6431658291457284
185,-0.6435929648241203,-0.643291457286432
186,-0.6435929648241203,-0.6433417085427133
187,-0.6435929648241203,-0.6426381909547736
188,-0.6435929648241203,-0.6428391959798992
189,-0.6435929648241203,-0.64108040201005
190,-0.6435929648241203,-0.6435427135678389
191,-0.6435929648241203,-0.6435929648241203
192,-0.6435929648241203,-0.6435929648241203
193,-0.6435929648241203,-0.642185929648241
194,-0.6435929648241203,-0.6405025125628139
195,-0.6435929648241203,-0.6435929648241203
196,-0.6435929648241203,-0.6435929648241203
197,-0.6435929648241203,-0.6435929648241203
198,-0.6435929648241203,-0.6423618090452259
199,-0.6435929648241203,-0.64108040201005
200,-0.6435929648241203,-0.6435929648241203
201,-0.6435929648241203,-0.6435929648241203
202,-0.6435929648241203,-0.6435929648241203
203,-0.6435929648241203,-0.6421356783919595
204,-0.6435929648241203,-0.6393718592964822
205,-0.6435929648241203,-0.6435427135678389
206,-0.6435929648241203,-0.6435929648241203
207,-0.6435929648241203,-0.64108040201005
208,-0.6435929648241203,-0.6389698492462309
209,-0.6435929648241203,-0.6435929648241203
210,-0.6435929648241203,-0.643542713567839
211,-0.6435929648241203,-0.6411809045226129
212,-0.6435929648241203,-0.6425628140703515
213,-0.6435929648241203,-0.6366582914572863
214,-0.6435929648241203,-0.6409045226130651
215,-0.6435929648241203,-0.6382663316582912
216,-0.6435929648241203,-0.6435929648241203
217,-0.6435929648241203,-0.6411055276381907
218,-0.6435929648241203,-0.6422361809045224
219,-0.6435929648241203,-0.6341959798994973
220,-0.6435929648241203,-0.6405276381909546
221,-0.6435929648241203,-0.6435929648241203
222,-0.6435929648241203,-0.6389195979899495
223,-0.6435929648241203,-0.638040201005025
224,-0.6435929648241203,-0.6431407035175877
225,-0.6562814070351757,-0.6461306532663313
226,-0.6562814070351757,-0.6540703517587938
227,-0.6564070351758792,-0.6495226130653265
228,-0.6564070351758792,-0.6528894472361807
229,-0.6564070351758792,-0.6538442211055274
230,-0.6564070351758792,-0.6515829145728642
231,-0.6564070351758792,-0.6556281407035175
232,-0.6564070351758792,-0.650477386934673
233,-0.6564070351758792,-0.6529648241206027
234,-0.6564070351758792,-0.6562311557788943
235,-0.6564070351758792,-0.6538944723618089
236,-0.6564070351758792,-0.6550251256281405
237,-0.6564070351758792,-0.6559798994974873
238,-0.6564070351758792,-0.6551758793969847
239,-0.6564070351758792,-0.6521859296482411
240,-0.6564070351758792,-0.6555276381909546
241,-0.6564070351758792,-0.6544221105527637
242,-0.6564070351758792,-0.6448492462311557
243,-0.6564070351758792,-0.6524120603015073
244,-0.6564070351758792,-0.6563567839195977
245,-0.6564070351758792,-0.6533668341708541
246,-0.6564070351758792,-0.6555276381909546
247,-0.661683417085427,-0.6565577889447234
248,-0.661683417085427,-0.661683417085427
249,-0.661683417085427,-0.6595226130653266
250,-0.661683417085427,-0.6567587939698492
251,-0.6635678391959797,-0.6620603015075376
252,-0.6635678391959797,-0.6620351758793969
253,-0.6635678391959797,-0.6631155778894471
254,-0.6635678391959797,-0.6635678391959797
255,-0.6635678391959797,-0.6618592964824119
256,-0.6635678391959797,-0.6611055276381907
257,-0.6635678391959797,-0.661005025125628
258,-0.6635678391959797,-0.6634422110552762
259,-0.6635678391959797,-0.6601256281407034
260,-0.6635678391959797,-0.6635175879396983
261,-0.6635678391959797,-0.6625125628140702
262,-0.6635678391959797,-0.6635175879396983
263,-0.6702261306532662,-0.6648994974874369
264,-0.6702261306532662,-0.6702261306532662
265,-0.6703517587939697,-0.6664070351758793
266,-0.6703517587939697,-0.6553015075376882
267,-0.6703517587939697,-0.6627386934673365
268,-0.6703517587939697,-0.6703517587939697
269,-0.6703517587939697,-0.664396984924623
270,-0.6703517587939697,-0.6681407035175877
271,-0.6703517587939697,-0.6654773869346732
272,-0.6703517587939697,-0.666934673366834
273,-0.6703517587939697,-0.6684422110552762
274,-0.6703517587939697,-0.6703517587939697
275,-0.6703517587939697,-0.6678391959798994
276,-0.6703517587939697,-0.6703517587939697
277,-0.6703517587939697,-0.664396984924623
278,-0.6703517587939697,-0.668115577889447
279,-0.6703517587939697,-0.6694472361809043
280,-0.6703517587939697,-0.6703517587939697
281,-0.6703517587939697,-0.6670854271356783
282,-0.6703517587939697,-0.6678391959798994
283,-0.6703517587939697,-0.6636432160804018
284,-0.6703517587939697,-0.6703517587939697
285,-0.6703517587939697,-0.667613065326633
286,-0.6703517587939697,-0.6690452261306531
287,-0.6703517587939697,-0.6670603015075376
288,-0.6703517587939697,-0.661934673366834
289,-0.6703517587939697,-0.6685175879396983
290,-0.6703517587939697,-0.6703517587939697
291,-0.6711055276381908,-0.6656783919597988
292,-0.6761306532663315,-0.6721105527638189
293,-0.6761306532663315,-0.6714572864321606
294,-0.6787688442211054,-0.6666834170854269
295,-0.6806532663316581,-0.6775879396984923
296,-0.6806532663316581,-0.6806532663316581
297,-0.6806532663316581,-0.6774371859296481
298,-0.6806532663316581,-0.6782160804020099
299,-0.6806532663316581,-0.6754522613065325
300,-0.6806532663316581,-0.6781407035175877
301,-0.6806532663316581,-0.6721356783919596
302,-0.6806532663316581,-0.6782160804020099
303,-0.6806532663316581,-0.6746231155778892
304,-0.6806532663316581,-0.668291457286432
305,-0.6806532663316581,-0.6806532663316581
306,-0.6806532663316581,-0.6735929648241205
307,-0.6806532663316581,-0.6781407035175878
308,-0.6806532663316581,-0.6774874371859295
309,-0.6806532663316581,-0.6775628140703516
310,-0.6806532663316581,-0.6723869346733667
311,-0.6806532663316581,-0.6806532663316581
312,-0.6822864321608039,-0.6780150753768843
313,-0.6822864321608039,-0.6758291457286432
314,-0.6822864321608039,-0.6822864321608039
315,-0.6822864321608039,-0.6789447236180903
316,-0.6822864321608039,-0.6786432160804019
317,-0.6822864321608039,-0.673718592964824
318,-0.6822864321608039,-0.6800502512562814
319,-0.6822864321608039,-0.6797738693467336
320,-0.6822864321608039,-0.6774120603015075
321,-0.6822864321608039,-0.675753768844221
322,-0.6822864321608039,-0.6812311557788944
323,-0.6822864321608039,-0.6780150753768843
324,-0.6822864321608039,-0.678291457286432
325,-0.6822864321608039,-0.6822864321608039
326,-0.6822864321608039,-0.6822864321608039
327,-0.6822864321608039,-0.6718844221105527
328,-0.6822864321608039,-0.6809045226130652
329,-0.6824120603015074,-0.6823115577889446
330,-0.6837939698492461,-0.6819346733668341
331,-0.6837939698492461,-0.6836180904522612
332,-0.6837939698492461,-0.6757035175879396
333,-0.6837939698492461,-0.6782663316582913
334,-0.6837939698492461,-0.6797989949748742
335,-0.6837939698492461,-0.6812562814070351
336,-0.6837939698492461,-0.6775125628140704
337,-0.6837939698492461,-0.6818341708542712
338,-0.6837939698492461,-0.6826884422110552
339,-0.6837939698492461,-0.6746733668341707
340,-0.6837939698492461,-0.6827638190954772
341,-0.6837939698492461,-0.6774120603015075
342,-0.6837939698492461,-0.677185929648241
343,-0.6837939698492461,-0.6809547738693467
344,-0.6837939698492461,-0.6791959798994974
345,-0.6837939698492461,-0.6829899497487436
346,-0.6837939698492461,-0.6829396984924622
347,-0.6837939698492461,-0.6774874371859296
348,-0.6837939698492461,-0.6829396984924622
349,-0.6837939698492461,-0.6822110552763817
350,-0.6837939698492461,-0.6764321608040199
351,-0.6837939698492461,-0.6787437185929648
352,-0.6837939698492461,-0.6822110552763817
353,-0.6837939698492461,-0.6795728643216079
354,-0.6837939698492461,-0.6748492462311557
355,-0.6837939698492461,-0.6813567839195979
356,-0.6837939698492461,-0.6794472361809044
357,-0.6837939698492461,-0.6768592964824119
358,-0.6837939698492461,-0.6688693467336682
359,-0.6837939698492461,-0.6836180904522612
360,-0.6837939698492461,-0.676683417085427
361,-0.6837939698492461,-0.6813065326633164
362,-0.6837939698492461,-0.6789195979899496
363,-0.6839195979899496,-0.6754773869346733
364,-0.6839195979899496,-0.6818844221105527
365,-0.6839195979899496,-0.6814824120603014
366,-0.6839195979899496,-0.6839195979899496
367,-0.6839195979899496,-0.6808291457286431
368,-0.6839195979899496,-0.6798492462311556
369,-0.6839195979899496,-0.6756281407035175
370,-0.6839195979899496,-0.6827386934673366
371,-0.6839195979899496,-0.6683417085427135
